CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,Cluster,GPI,GPI_Rank,Cluster_Label
Burgers,25937,King Burgers Bistro,Cafe,CBD,1.0,37.94,1145,290,11002.6,385,214,256.0,14606.9,8119.16,9712.64,0.219882669,0.408589818,0.28,16,4.72,1208.32,4087.77,1336.93,743.13,2400.19,0.34,0.45,0.25,0.3,2,-0.320088368868149,1267.0,Dependent Low Margin
Burgers,26299,King Burgers Eatery,Full-service,South Auckland,1.05,43.03,1673,469,20181.07,542,301,361.0,23322.26,12952.03,15533.83,0.392292053,0.496667761,0.28,10,2.95,1064.95,2240.91,-3940.52,-2188.37,659.93,0.39,0.45,0.25,0.3,0,0.49878013892200923,240.0,High-Growth
Burgers,26022,Lucky Burgers House,Full-service,CBD,1.0,32.09,708,245,7862.05,208,116,139.0,6674.72,3722.44,4460.51,0.364883195,0.470524621,0.33,13,3.84,533.76,1294.03,-1104.05,-615.72,200.41,0.53,0.45,0.25,0.3,1,-1.2698376138092031,1691.0,Stable Performers
Burgers,25537,Lucky Burgers Bistro,Cafe,West Auckland,1.04,33.6,2023,478,16060.8,695,386,464.0,23352.0,12969.6,15590.4,0.237761563,0.352279457,0.29,8,2.36,1095.04,5436.3550000000005,2801.28,1555.82,5296.38,0.31,0.45,0.25,0.3,2,0.6311239447174974,126.0,Dependent Low Margin
Burgers,26386,Lucky Burgers Grill,QSR,CBD,1.0,40.93,531,122,4993.46,184,102,123.0,7531.12,4174.86,5034.39,0.207575804,0.392601752,0.28,9,2.66,327.18,1996.5,902.4,500.24,1685.68,0.3,0.45,0.25,0.3,1,-0.6174639309824435,1491.0,Stable Performers
Burgers,26349,King Burgers House,Cafe,South Auckland,1.05,43.51,1561,469,20406.19,491,273,328.0,21363.41,11878.23,14271.28,0.222180357,0.38161318,0.32,9,2.66,872.48,5436.3550000000005,1628.03,905.2,4781.89,0.43,0.45,0.25,0.3,2,0.7630862291466275,56.0,Dependent Low Margin
Burgers,26592,Top Burgers Tavern,Ghost Kitchen,West Auckland,1.04,40.65,998,65,2642.25,420,233,280.0,17073.0,9471.45,11382.0,0.254982055,0.30106661,0.28,15,4.43,1240.4,1173.03,2799.14,1552.86,3812.65,0.07,0.45,0.25,0.3,2,0.41008558061988265,360.0,Dependent Low Margin
Burgers,26633,Classic Burgers Eatery,Cafe,CBD,1.0,30.63,1593,338,10352.94,565,314,376.0,17305.95,9617.82,11516.88,0.220199717,0.416346237,0.29,5,1.48,556.48,3762.82,1271.19,706.47,3629.38,0.27,0.45,0.25,0.3,2,-0.4607396645255869,1395.0,Dependent Low Margin
Burgers,26309,Top Burgers Cafe,Full-service,West Auckland,1.04,46.76,1053,295,13794.2,341,190,227.0,15945.16,8884.4,10614.52,0.35917512,0.452749522,0.29,4,1.18,267.86,2594.35,-1625.2,-905.54,1728.47,0.39,0.45,0.25,0.3,0,0.11800464189725206,747.0,High-Growth
Burgers,25018,Lucky Burgers House,QSR,West Auckland,1.04,31.81,1329,282,8970.42,471,262,314.0,14982.51,8334.22,9988.34,0.269880897,0.375582012,0.32,18,5.31,1667.34,3180.35,517.45,287.84,1873.9,0.27,0.45,0.25,0.3,2,0.10125492508834869,772.0,Dependent Low Margin
Burgers,25462,Classic Burgers Grill,Cafe,West Auckland,1.04,42.89,1191,267,11451.63,416,231,277.0,17842.24,9907.59,11880.53,0.26586262,0.354065314,0.3,6,1.77,490.29,4352.44,1428.67,793.32,4025.17,0.29,0.45,0.25,0.3,2,0.35320253159930415,438.0,Dependent Low Margin
Burgers,25748,King Burgers House,QSR,CBD,1.0,34.92,895,161,5622.12,330,184,220.0,11523.6,6425.28,7682.4,0.204639992,0.432947134,0.33,12,3.54,778.8,2037.53,373.51,208.26,2005.4,0.22,0.45,0.25,0.3,1,-0.7625791324268989,1577.0,Stable Performers
Burgers,25586,Classic Burgers Corner,QSR,West Auckland,1.04,32.07,874,196,6285.72,305,170,203.0,9781.35,5451.9,6510.21,0.271731525,0.447104084,0.31,7,2.07,420.21,1767.32,-282.05,-157.21,1410.23,0.29,0.45,0.25,0.3,1,-0.3555795264616691,1306.0,Stable Performers
Burgers,25668,Lucky Burgers Bistro,QSR,CBD,1.0,42.18,644,124,5230.32,234,130,156.0,9870.12,5483.4,6580.08,0.271654561,0.40805593,0.33,3,0.89,138.84,1675.22,-95.84,-53.25,1968.69,0.24,0.45,0.25,0.3,1,-0.839258436005115,1614.0,Stable Performers
Burgers,26127,King Burgers Cafe,Ghost Kitchen,North Shore,1.03,45.5,1161,65,2957.5,493,274,329.0,22431.5,12467.0,14969.5,0.285928342,0.293624113,0.31,4,1.18,388.22,1243.47,2477.5,1376.95,5905.67,0.06,0.45,0.25,0.3,2,0.26503082846459025,544.0,Dependent Low Margin
Burgers,26277,Classic Burgers House,Full-service,West Auckland,1.04,42.43,1989,547,23020.373750000002,649,360,433.0,27537.07,15274.8,18372.19,0.363928655,0.478824666,0.31,17,5.02,1974.58125,3649.57,-4206.38,-2333.28,715.31,0.38,0.45,0.25,0.3,0,0.5690661463506459,173.0,High-Growth
Burgers,26359,Classic Burgers Corner,QSR,South Auckland,1.05,46.28,1946,389,18002.92,701,389,467.0,32442.28,18002.92,21184.489999999998,0.206978575,0.418698744,0.27,18,5.31,1974.58125,5436.3550000000005,3384.47,1878.11,5610.38,0.25,0.45,0.25,0.3,2,1.295016876501477,1.0,Dependent Low Margin
Burgers,26279,King Burgers Diner,QSR,West Auckland,1.04,32.93,561,101,3325.93,207,115,138.0,6816.51,3786.95,4544.34,0.240024389,0.398121364,0.29,15,4.43,611.34,1203.5,489.8,272.11,1033.05,0.22,0.45,0.25,0.3,1,-0.24832203649390888,1193.0,Stable Performers
Burgers,25673,Lucky Burgers Diner,QSR,West Auckland,1.04,43.08,1157,253,10899.24,407,226,271.0,17533.56,9736.08,11674.68,0.258244109,0.422158598,0.3,16,4.72,1279.12,3483.37,343.61,190.8,2452.08,0.28,0.45,0.25,0.3,2,0.3659241138105451,414.0,Dependent Low Margin
Burgers,25028,Urban Burgers Kitchen,Cafe,CBD,1.0,35.61,1933,522,18588.42,635,353,423.0,22612.35,12570.33,15063.03,0.225109695,0.364110324,0.31,6,1.77,748.71,5436.3550000000005,2278.87,1266.84,5438.88,0.37,0.45,0.25,0.3,2,-0.07130532591698566,1008.0,Dependent Low Margin
Burgers,26120,Urban Burgers Kitchen,Cafe,South Auckland,1.05,42.66,956,220,9385.2,331,184,221.0,14120.46,7849.44,9427.86,0.210449504,0.355556332,0.28,12,3.54,782.34,4073.12,2174.47,1208.77,3309.3,0.3,0.45,0.25,0.3,2,0.5763098402516202,166.0,Dependent Low Margin
Burgers,25798,Top Burgers Tavern,QSR,West Auckland,1.04,46.45,1520,332,15421.4,535,297,356.0,24850.75,13795.65,16536.2,0.27325189,0.420943902,0.27,7,2.07,736.92,4715.93,889.76,493.94,4319.92,0.28,0.45,0.25,0.3,2,0.6566000762224732,113.0,Dependent Low Margin
Burgers,26404,Top Burgers Eatery,Cafe,West Auckland,1.04,45.98,1403,386,17748.28,458,254,305.0,21058.84,11678.92,14023.9,0.214476971,0.351445858,0.33,15,4.43,1351.15,5436.3550000000005,2191.74,1215.51,4736.3,0.38,0.45,0.25,0.3,2,0.6846549831070564,98.0,Dependent Low Margin
Burgers,25354,Classic Burgers Diner,QSR,CBD,1.0,36.87,1558,301,11097.87,566,314,377.0,20868.42,11577.18,13899.99,0.238315882,0.421141669,0.28,4,1.18,444.86,3779.3,1263.43,700.91,4288.68,0.24,0.45,0.25,0.3,2,-0.2906584323875882,1239.0,Dependent Low Margin
Burgers,25437,King Burgers Corner,QSR,CBD,1.0,43.71,1707,307,13418.97,630,350,420.0,27537.3,15298.5,18358.2,0.211043595,0.405638395,0.31,11,3.25,1365.0,5143.73,2018.98,1121.66,5672.03,0.22,0.45,0.25,0.3,2,0.08675464548326171,791.0,Dependent Low Margin
Burgers,25681,Top Burgers Grill,Full-service,North Shore,1.03,37.76,1299,450,16992.0,382,212,255.0,14424.32,8005.12,9628.8,0.396251626,0.498289342,0.31,18,5.31,1354.05,1791.96,-2950.36,-1637.37,-338.61,0.53,0.45,0.25,0.3,0,-0.22606269649978084,1171.0,High-Growth
Burgers,25642,Classic Burgers Kitchen,Full-service,North Shore,1.03,40.81,1393,425,17344.25,436,242,290.0,17793.16,9876.02,11834.9,0.397319778,0.511895336,0.28,4,1.18,342.2,1574.6,-3366.73,-1868.69,732.23,0.44,0.45,0.25,0.3,0,-0.15851077797918156,1104.0,High-Growth
Burgers,25871,Urban Burgers Cafe,QSR,West Auckland,1.04,33.42,1350,287,9591.54,478,266,319.0,15974.76,8889.72,10660.98,0.200827289,0.383602185,0.29,18,5.31,1693.89,3985.96,2005.96,1116.29,2736.5,0.27,0.45,0.25,0.3,2,0.35212426403389685,440.0,Dependent Low Margin
Burgers,26170,King Burgers House,Ghost Kitchen,West Auckland,1.04,41.0,889,25,1025.0,389,216,259.0,15949.0,8856.0,10619.0,0.288388713,0.263804073,0.28,11,3.25,841.75,459.0,2676.36,1486.1,3913.51,0.03,0.45,0.25,0.3,1,0.3116371767739767,494.0,Stable Performers
Burgers,26534,Lucky Burgers House,Cafe,West Auckland,1.04,44.79,2103,590,23020.373750000002,681,378,454.0,30501.99,16930.62,20334.66,0.245683662,0.435131374,0.28,8,2.36,1071.44,5436.3550000000005,1195.22,663.43,5419.08,0.39,0.45,0.25,0.3,2,0.9537669918395995,17.0,Dependent Low Margin
Burgers,25968,Lucky Burgers House,QSR,North Shore,1.03,37.17,1605,300,11151.0,587,326,392.0,21818.79,12117.42,14570.64,0.214260496,0.439951509,0.29,13,3.84,1505.28,3855.88,1217.23,676.01,3533.07,0.23,0.45,0.25,0.3,2,0.3128566015155162,493.0,Dependent Low Margin
Burgers,25566,Top Burgers Cafe,Full-service,CBD,1.0,38.56,1376,452,17429.12,416,231,277.0,16040.96,8907.36,10681.12,0.393109111,0.475082364,0.3,7,2.07,573.39,2297.31,-2697.95,-1498.14,834.47,0.49,0.45,0.25,0.3,0,-0.690860622139715,1539.0,High-Growth
Burgers,26294,Urban Burgers Kitchen,Full-service,North Shore,1.03,45.38,715,215,9756.7,225,125,150.0,10210.5,5672.5,6807.0,0.38304929,0.547464359,0.3,13,3.84,576.0,677.96,-2353.66,-1307.59,-103.01,0.43,0.45,0.25,0.3,1,-0.3900731017950198,1337.0,Stable Performers
Burgers,25567,King Burgers Eatery,Cafe,CBD,1.0,35.08,1379,421,14768.68,431,240,287.0,15119.48,8419.2,10067.96,0.236935639,0.428326792,0.29,12,3.54,1015.98,4943.63,676.41,376.65,2354.14,0.44,0.45,0.25,0.3,2,-0.40485817481147124,1353.0,Dependent Low Margin
Burgers,25082,Classic Burgers House,Full-service,CBD,1.0,38.58,765,222,8564.76,244,136,163.0,9413.52,5246.88,6288.54,0.362746076,0.526983709,0.28,7,2.07,337.41,944.44,-1597.75,-890.55,356.03,0.41,0.45,0.25,0.3,1,-1.0198622149858416,1662.0,Stable Performers
Burgers,25823,Classic Burgers Bistro,Cafe,North Shore,1.03,40.69,1268,277,11271.13,446,248,297.0,18147.74,10091.12,12084.93,0.24235975,0.383713378,0.32,18,5.31,1577.07,4214.58,978.65,544.18,2941.81,0.28,0.45,0.25,0.3,2,0.23634693194340733,574.0,Dependent Low Margin
Burgers,25784,Classic Burgers Diner,Full-service,South Auckland,1.05,37.54,2076,616,23020.373750000002,611,339,407.0,22936.94,12726.06,15278.78,0.366015143,0.522909006,0.27,9,2.66,1082.62,2998.08,-3645.23,-2022.48,614.48,0.53,0.45,0.25,0.3,0,0.5753336381845099,167.0,High-Growth
Burgers,25490,King Burgers Eatery,Full-service,North Shore,1.03,37.97,883,290,11011.3,267,148,178.0,10137.99,5619.56,6758.66,0.351409105,0.466645761,0.28,3,0.89,158.42,2003.45,-994.08,-551.03,1071.29,0.49,0.45,0.25,0.3,1,-0.4291463358126033,1370.0,Stable Performers
Burgers,26139,Classic Burgers Bistro,Cafe,North Shore,1.03,32.11,955,231,7417.41,326,181,217.0,10467.86,5811.91,6967.87,0.236294739,0.421600318,0.29,13,3.84,833.28,2537.53,545.43,302.83,1550.46,0.32,0.45,0.25,0.3,1,-0.25220367206698535,1197.0,Stable Performers
Burgers,25223,Urban Burgers Tavern,Full-service,West Auckland,1.04,35.32,2056,608,21474.56,652,362,434.0,23028.64,12785.84,15328.88,0.39151518,0.490375293,0.31,12,3.54,1536.36,2536.35,-4418.98,-2453.48,274.13,0.42,0.45,0.25,0.3,0,0.2537668598699053,555.0,High-Growth
Burgers,26652,Classic Burgers Corner,Full-service,West Auckland,1.04,42.52,1375,464,19729.28,410,228,273.0,17433.2,9694.56,11607.96,0.390601998,0.541005217,0.3,11,3.25,887.25,1349.34,-4037.65,-2245.33,-93.35,0.51,0.45,0.25,0.3,0,0.040123173672515555,860.0,High-Growth
Burgers,26410,Classic Burgers Tavern,Ghost Kitchen,West Auckland,1.04,37.99,1169,76,2887.24,492,273,328.0,18691.08,10371.27,12460.72,0.276286292,0.261323866,0.31,6,1.77,580.56,1335.03,2848.33,1580.48,5181.15,0.07,0.45,0.25,0.3,2,0.2607080483958808,547.0,Dependent Low Margin
Burgers,26154,Urban Burgers Bistro,Ghost Kitchen,West Auckland,1.04,42.2,1484,84,3544.8,630,350,420.0,26586.0,14770.0,17724.0,0.259973189,0.297896988,0.31,12,3.54,1486.8,1567.26,3512.8,1951.56,6276.405000000001,0.06,0.45,0.25,0.3,2,0.6297848735898053,127.0,Dependent Low Margin
Burgers,25942,Lucky Burgers Eatery,Cafe,West Auckland,1.04,36.32,996,252,9152.64,335,186,223.0,12167.2,6755.52,8099.36,0.249211879,0.408902552,0.3,8,2.36,526.28,3129.16,509.63,282.96,2242.77,0.34,0.45,0.25,0.3,1,-0.011383848490750366,934.0,Stable Performers
Burgers,25670,Urban Burgers Cafe,QSR,CBD,1.0,44.05,1528,343,15109.15,533,296,356.0,23478.65,13038.8,15681.8,0.22102776,0.370199644,0.31,17,5.02,1787.12,5436.3550000000005,2319.05,1287.88,4623.17,0.29,0.45,0.25,0.3,2,0.09159803471654637,786.0,Dependent Low Margin
Burgers,26186,Lucky Burgers Cafe,QSR,South Auckland,1.05,42.65,1925,372,15865.8,699,388,466.0,29812.35,16548.2,19874.9,0.255556126,0.417250605,0.3,17,5.02,1974.58125,5191.18,810.7,450.0,4163.61,0.24,0.45,0.25,0.3,2,0.989150151510953,11.0,Dependent Low Margin
Burgers,26268,Lucky Burgers Grill,Ghost Kitchen,South Auckland,1.05,38.79,714,34,1318.86,306,170,204.0,11869.74,6594.3,7913.16,0.271578204,0.283060144,0.32,9,2.66,542.64,587.37,1488.01,826.67,2981.58,0.05,0.45,0.25,0.3,1,0.16107400277499317,685.0,Stable Performers
Burgers,25581,King Burgers Corner,Ghost Kitchen,North Shore,1.03,42.52,1607,132,5612.64,664,369,442.0,28233.28,15689.88,18793.84,0.297142433,0.282183994,0.32,15,4.43,1958.06,2361.09,2842.35,1579.56,5948.01,0.09,0.45,0.25,0.3,2,0.5195230666986886,220.0,Dependent Low Margin
Burgers,26323,Lucky Burgers House,Ghost Kitchen,West Auckland,1.04,31.54,1391,103,3248.62,580,322,386.0,18293.2,10155.88,12174.44,0.290860172,0.261603491,0.31,8,2.36,910.96,1453.88,2515.98,1396.8,4537.54,0.08,0.45,0.25,0.3,2,0.1730813426994946,663.0,Dependent Low Margin
Burgers,26686,Lucky Burgers Tavern,QSR,North Shore,1.03,44.43,728,159,7064.37,256,142,171.0,11374.08,6309.06,7597.53,0.22103797,0.427857679,0.29,16,4.72,807.12,2480.33,695.01,385.51,1860.41,0.28,0.45,0.25,0.3,1,0.07674916715176186,808.0,Stable Performers
Burgers,26595,Urban Burgers Grill,Cafe,South Auckland,1.05,45.98,1698,361,16598.78,602,334,401.0,27679.96,15357.32,18437.98,0.222722592,0.435949815,0.27,10,2.95,1182.95,5436.3550000000005,1974.34,1095.4,5110.44,0.27,0.45,0.25,0.3,2,1.0006019163743851,9.0,Dependent Low Margin
Burgers,26151,Urban Burgers Corner,Ghost Kitchen,CBD,1.0,35.21,753,62,2183.02,311,173,207.0,10950.31,6091.33,7288.47,0.287408648,0.272643319,0.32,17,5.02,1039.14,960.42,1313.47,730.64,2167.41,0.09,0.45,0.25,0.3,1,-0.6632042086597038,1515.0,Stable Performers
Burgers,25598,Top Burgers Diner,Cafe,North Shore,1.03,40.75,2131,616,23020.373750000002,666,370,444.0,27139.5,15077.5,18093.0,0.233744969,0.37785114,0.29,5,1.48,657.12,5436.3550000000005,2670.63,1483.68,6276.405000000001,0.44,0.45,0.25,0.3,2,0.7126166046366983,87.0,Dependent Low Margin
Burgers,26043,King Burgers Diner,Cafe,North Shore,1.03,38.27,831,166,6352.82,299,166,200.0,11442.73,6352.82,7654.0,0.254668769,0.361227567,0.33,10,2.95,590.0,2440.14,619.09,343.71,2349.93,0.25,0.45,0.25,0.3,1,-0.20786297552334215,1150.0,Stable Performers
Burgers,25237,Top Burgers Bistro,QSR,West Auckland,1.04,37.33,1566,303,11310.99,568,316,379.0,21203.44,11796.28,14148.07,0.20258136,0.375410876,0.33,14,4.13,1565.27,4773.33,1950.88,1085.35,4405.33,0.24,0.45,0.25,0.3,2,0.46478516113302865,288.0,Dependent Low Margin
Burgers,26208,Urban Burgers Corner,QSR,North Shore,1.03,37.13,831,171,6349.23,297,165,198.0,11027.61,6126.45,7351.74,0.22267398,0.40907623,0.28,17,5.02,993.96,2338.1,973.18,540.66,1713.32,0.26,0.45,0.25,0.3,1,-0.04530695188671126,975.0,Stable Performers
Burgers,25672,Lucky Burgers Bistro,Cafe,West Auckland,1.04,39.53,1862,559,22097.27,586,326,391.0,23164.58,12886.78,15456.23,0.253144158,0.376590095,0.31,12,3.54,1384.14,5436.3550000000005,1396.03,776.63,4338.77,0.43,0.45,0.25,0.3,2,0.6643733169568328,109.0,Dependent Low Margin
Burgers,25563,Urban Burgers Tavern,Full-service,West Auckland,1.04,39.26,1524,395,15507.7,508,282,339.0,19944.08,11071.32,13309.14,0.352919551,0.463440341,0.29,18,5.31,1800.09,2847.84,-2121.25,-1177.54,644.0,0.35,0.45,0.25,0.3,0,0.2932507413198815,516.0,High-Growth
Burgers,25550,Top Burgers Corner,Cafe,West Auckland,1.04,38.65,1887,529,20445.85,611,340,407.0,23615.15,13141.0,15730.55,0.269452203,0.356036591,0.32,16,4.72,1921.04,5436.3550000000005,1287.29,716.33,3970.23,0.39,0.45,0.25,0.3,2,0.6679913125238495,104.0,Dependent Low Margin
Burgers,26039,Classic Burgers Grill,Cafe,West Auckland,1.04,42.51,1058,302,12838.02,340,189,227.0,14453.4,8034.39,9649.77,0.264760888,0.385405248,0.29,18,5.31,1205.37,4491.17,864.8,480.73,2170.45,0.4,0.45,0.25,0.3,2,0.3789927183944571,402.0,Dependent Low Margin
Burgers,25917,King Burgers Kitchen,Cafe,West Auckland,1.04,38.8,1425,385,14938.0,468,260,312.0,18158.4,10088.0,12105.6,0.208901476,0.417478325,0.27,8,2.36,736.32,5436.3550000000005,1881.58,1045.32,3786.58,0.37,0.45,0.25,0.3,2,0.46301038840357156,293.0,Dependent Low Margin
Burgers,26457,Top Burgers Bistro,QSR,North Shore,1.03,38.74,1128,253,9801.22,394,219,262.0,15263.56,8484.06,10149.88,0.246101893,0.444769303,0.28,3,0.89,233.18,3029.84,444.61,247.13,2904.44,0.29,0.45,0.25,0.3,1,-0.056902032274850356,986.0,Stable Performers
Burgers,26200,Classic Burgers Bistro,Cafe,West Auckland,1.04,36.79,1679,397,14605.63,577,320,385.0,21227.83,11772.8,14164.15,0.231192793,0.359439315,0.3,13,3.84,1478.4,5436.3550000000005,2321.64,1287.57,4319.95,0.31,0.45,0.25,0.3,2,0.5623132648371894,179.0,Dependent Low Margin
Burgers,26551,Top Burgers Cafe,Ghost Kitchen,CBD,1.0,33.99,845,40,1359.6,362,201,242.0,12304.38,6831.99,8225.58,0.296113993,0.258441539,0.29,5,1.48,358.16,605.63,1912.65,1062.0,3305.88,0.05,0.45,0.25,0.3,1,-0.6919047608903761,1540.0,Stable Performers
Burgers,25112,Classic Burgers Cafe,QSR,CBD,1.0,38.54,1525,305,11754.7,549,305,366.0,21158.46,11754.7,14105.64,0.246604163,0.387914123,0.29,15,4.43,1621.38,4296.13,1597.08,887.26,3533.97,0.25,0.45,0.25,0.3,2,-0.1280149078256016,1074.0,Dependent Low Margin
Burgers,25571,Classic Burgers Tavern,Cafe,South Auckland,1.05,39.35,1923,578,22744.3,605,336,404.0,23806.75,13221.6,15897.4,0.213036691,0.44229356,0.31,13,3.84,1551.36,5436.3550000000005,825.37,458.39,3927.99,0.43,0.45,0.25,0.3,2,0.8388730345553029,38.0,Dependent Low Margin
Burgers,26384,Urban Burgers Tavern,QSR,North Shore,1.03,38.79,1616,323,12529.17,582,323,388.0,22575.78,12529.17,15050.52,0.255428562,0.355401323,0.31,12,3.54,1373.52,4875.98,1787.33,991.94,4483.69,0.25,0.45,0.25,0.3,2,0.35912279735736696,426.0,Dependent Low Margin
Burgers,26090,Classic Burgers Kitchen,Cafe,CBD,1.0,38.97,838,178,6936.66,297,165,198.0,11574.09,6430.05,7716.06,0.246713899,0.37251954,0.31,11,3.25,643.5,2641.25,819.06,455.03,2294.52,0.27,0.45,0.25,0.3,1,-0.5985702515443776,1482.0,Stable Performers
Burgers,25601,Urban Burgers Tavern,QSR,West Auckland,1.04,35.83,1436,259,9279.97,530,294,353.0,18989.9,10534.02,12647.99,0.223330448,0.410070207,0.32,14,4.13,1457.89,3402.03,884.92,490.88,3178.85,0.22,0.45,0.25,0.3,2,0.2829767994579325,533.0,Dependent Low Margin
Burgers,25359,Lucky Burgers Kitchen,Cafe,West Auckland,1.04,39.61,1699,350,13863.5,607,337,405.0,24043.27,13348.57,16042.05,0.273720501,0.435513706,0.32,14,4.13,1672.65,4031.03,-702.89,-390.23,2991.83,0.26,0.45,0.25,0.3,2,0.4485618558641787,304.0,Dependent Low Margin
Burgers,25958,Top Burgers Cafe,QSR,North Shore,1.03,45.69,566,106,4843.14,207,115,138.0,9457.83,5254.35,6305.22,0.200906161,0.379106372,0.3,4,1.18,162.84,2034.06,1134.82,630.46,2485.27,0.23,0.45,0.25,0.3,1,-0.03527779090622571,960.0,Stable Performers
Burgers,26658,Classic Burgers Grill,Ghost Kitchen,CBD,1.0,34.09,1088,80,2727.2,454,252,302.0,15476.86,8590.68,10295.18,0.274295224,0.329923098,0.28,12,3.54,1069.08,1079.38,1791.94,994.64,3005.56,0.08,0.45,0.25,0.3,1,-0.5049674096187708,1419.0,Stable Performers
Burgers,25727,Urban Burgers Diner,Full-service,North Shore,1.03,36.25,1782,544,19720.0,557,310,371.0,20191.25,11237.5,13448.75,0.366730907,0.509351469,0.3,15,4.43,1643.53,2443.66,-3555.32,-1978.73,23.01,0.44,0.45,0.25,0.3,0,0.03639412267146261,864.0,High-Growth
Burgers,25120,Urban Burgers Eatery,Cafe,West Auckland,1.04,42.45,1226,268,11376.6,431,240,287.0,18295.95,10188.0,12183.15,0.237274351,0.355845061,0.28,10,2.95,846.65,4628.92,2321.4,1292.66,4110.44,0.28,0.45,0.25,0.3,2,0.5025932853000242,235.0,Dependent Low Margin
Burgers,25381,King Burgers Diner,Cafe,CBD,1.0,39.54,1330,337,13324.98,447,248,298.0,17674.38,9805.92,11782.92,0.241751656,0.44004215,0.31,6,1.77,527.46,4240.09,145.04,80.47,3221.94,0.34,0.45,0.25,0.3,2,-0.42965913539673894,1371.0,Dependent Low Margin
Burgers,26440,Urban Burgers Eatery,Cafe,North Shore,1.03,45.52,1211,327,14885.04,398,221,265.0,18116.96,10059.92,12062.8,0.212935674,0.376308752,0.32,15,4.43,1173.95,5436.3550000000005,1644.22,912.99,3780.91,0.37,0.45,0.25,0.3,2,0.39024902999709415,389.0,Dependent Low Margin
Burgers,25148,Lucky Burgers Cafe,QSR,West Auckland,1.04,46.63,1277,230,10724.9,471,262,314.0,21962.73,12217.06,14641.82,0.262106712,0.362004435,0.29,8,2.36,741.04,4031.37,1886.35,1049.31,4762.66,0.22,0.45,0.25,0.3,2,0.5747362858352804,168.0,Dependent Low Margin
Burgers,26158,Top Burgers Tavern,Full-service,North Shore,1.03,38.36,1107,327,12543.72,351,195,234.0,13464.36,7480.2,8976.24,0.351834394,0.472950531,0.3,15,4.43,1036.62,2197.85,-1680.15,-933.42,536.15,0.42,0.45,0.25,0.3,0,-0.2170725702427559,1163.0,High-Growth
Burgers,26612,Classic Burgers House,Full-service,West Auckland,1.04,31.69,696,247,7827.43,202,112,135.0,6401.38,3549.28,4278.15,0.380892307,0.515172829,0.27,5,1.48,199.8,813.54,-1063.05,-589.41,244.85,0.55,0.45,0.25,0.3,1,-0.6564764364082233,1510.0,Stable Performers
Burgers,25430,Lucky Burgers Kitchen,Full-service,CBD,1.0,38.32,1929,531,20347.92,629,350,419.0,24103.28,13412.0,16056.08,0.351228578,0.522572464,0.27,9,2.66,1114.54,2567.89,-3466.08,-1928.66,911.72,0.38,0.45,0.25,0.3,0,-0.2647011146844332,1206.0,High-Growth
Burgers,26197,Urban Burgers Corner,Ghost Kitchen,North Shore,1.03,36.93,826,68,2511.24,341,190,227.0,12593.13,7016.7,8383.11,0.252041993,0.301198174,0.32,17,5.02,1139.54,1121.92,1596.3,889.44,2605.7,0.09,0.45,0.25,0.3,1,-0.06271177320518605,997.0,Stable Performers
Burgers,25559,Top Burgers Eatery,Cafe,West Auckland,1.04,31.56,1981,421,13286.76,702,390,468.0,22155.12,12308.4,14770.08,0.226288954,0.432838282,0.29,15,4.43,1974.58125,4529.09,1127.09,626.16,2961.48,0.27,0.45,0.25,0.3,2,0.5199112228012662,219.0,Dependent Low Margin
Burgers,25742,Lucky Burgers Eatery,QSR,North Shore,1.03,31.12,1518,263,8184.56,565,314,376.0,17582.8,9771.68,11701.12,0.2540616,0.443246989,0.31,13,3.84,1443.84,2477.4,-128.51,-71.42,2097.99,0.21,0.45,0.25,0.3,2,-0.06709565361128049,1003.0,Dependent Low Margin
Burgers,25763,King Burgers Bistro,Cafe,CBD,1.0,42.59,535,120,5110.8,187,104,124.0,7964.33,4429.36,5281.16,0.251316445,0.351504382,0.3,14,4.13,512.12,2029.9,773.97,430.44,1585.45,0.29,0.45,0.25,0.3,1,-0.5733354485444953,1469.0,Stable Performers
Burgers,25998,Lucky Burgers House,Cafe,West Auckland,1.04,33.37,672,185,6173.45,219,122,146.0,7308.03,4071.14,4872.02,0.24673714,0.419577346,0.28,5,1.48,216.08,2059.99,392.34,218.56,1409.64,0.38,0.45,0.25,0.3,1,-0.29058858027370904,1238.0,Stable Performers
Burgers,26533,Top Burgers Diner,Ghost Kitchen,West Auckland,1.04,37.94,1147,44,1669.36,496,276,331.0,18818.24,10471.44,12558.14,0.264851969,0.24523503737500002,0.29,14,4.13,1367.03,864.08,4283.23,2383.41,5133.2,0.04,0.45,0.25,0.3,2,0.43064841183855296,331.0,Dependent Low Margin
Burgers,25914,Urban Burgers Diner,Cafe,North Shore,1.03,31.66,1372,348,11017.68,461,256,307.0,14595.26,8104.96,9719.62,0.240962068,0.423614705,0.28,10,2.95,905.65,3695.59,808.92,449.2,2354.54,0.34,0.45,0.25,0.3,2,-0.03583383870554653,961.0,Dependent Low Margin
